"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"17077","50648",4513,96,1,0,1,27305,491,33.3
"17078","50650",511,99,0,0,1,30755,344,47.5
"17079","50651",3821,95,0,1,3,29080,435,39.4
"17080","50652",95,97,0,0,3,17234,325,48.1
"17081","50653",741,98,0,0,0,31585,281,34.9
"17082","50654",385,100,0,0,0,24066,367,33.7
"17083","50655",755,99,0,0,0,24667,302,43.4
"17084","50658",2584,98,0,0,0,24876,378,42.1
"17085","50659",5716,96,1,1,3,24605,399,42.9
"17086","50660",1317,94,0,1,4,27566,438,45.9
"17087","50662",7144,94,0,0,4,22613,400,42.6
"17088","50664",18,100,0,0,0,15622,NA,73.1
"17089","50665",2676,98,0,1,1,29881,486,43.2
"17090","50666",920,98,1,0,0,27457,388,38
"17091","50667",851,97,0,0,0,27063,467,42.4
"17092","50668",1327,98,0,0,1,25078,474,38.1
"17093","50669",2624,97,0,0,1,33303,381,45.3
"17094","50670",2155,99,0,0,0,25499,437,40.6
"17095","50671",303,100,0,0,0,19059,NA,21.4
"17096","50672",499,98,0,0,2,32841,317,45.9
"17097","50673",260,100,0,0,0,23406,425,42.3
"17098","50674",3423,97,1,0,1,27883,370,44.1
"17099","50675",2570,98,1,0,1,30837,463,42
"17100","50676",2355,98,1,0,1,24165,371,38.2
"17101","50677",11936,95,2,0,1,29425,518,36.2
"17102","50680",1258,99,0,0,0,29843,338,38.8
"17103","50681",552,99,1,0,0,23255,308,40.9
"17104","50682",1758,98,0,0,1,26596,438,40.4
"17105","50701",29075,89,6,1,2,27812,543,38.6
"17106","50702",20036,80,8,1,8,21562,561,34.5
"17107","50703",20380,56,33,1,8,16479,484,35.3
"17108","50707",8489,81,10,0,5,22290,542,38.3
"17109","50801",9468,96,2,0,2,23207,418,41.6
"17110","50830",1879,95,1,0,3,25596,396,40.7
"17111","50833",2358,95,0,1,3,20359,315,43.3
"17112","50835",131,100,0,0,0,15877,NA,47.5
"17113","50836",388,98,0,2,0,20127,329,35.4
"17114","50837",272,100,0,0,0,31593,278,55.4
"17115","50839",21,90,0,0,5,21405,NA,61.3
"17116","50840",607,96,0,0,3,23636,325,44.7
"17117","50841",2851,97,0,0,2,23758,361,48.1
"17118","50842",86,100,0,0,0,29526,325,45.6
"17119","50843",646,99,0,0,0,19268,360,29.4
"17120","50845",902,98,0,0,1,19728,353,43.1
"17121","50846",1133,99,0,0,0,24037,354,48.4
"17122","50847",60,100,0,0,0,30497,NA,51.8
"17123","50848",366,98,0,0,0,37111,369,49.1
"17124","50849",2732,96,1,1,1,25402,397,44.2
"17125","50851",1812,82,0,0,18,25678,384,44.8
"17126","50853",756,99,0,1,0,25830,316,48
"17127","50854",2027,98,0,0,1,28128,306,52.9
"17128","50857",239,95,0,0,1,19271,NA,34.3
"17129","50858",700,100,0,0,0,25830,233,47.8
"17130","50859",693,98,0,1,0,26138,325,42.2
"17131","50860",675,100,0,0,0,14387,268,22.5
"17132","50861",324,100,0,0,0,22639,NA,38
"17133","50862",180,97,0,0,0,21502,274,39.1
"17134","50863",275,99,0,0,1,20683,365,30.4
"17135","50864",1990,97,0,0,2,23345,306,46.5
"17136","51001",2367,98,0,0,1,24537,427,44.5
"17137","51002",2678,88,0,0,11,29458,415,39.7
"17138","51003",1649,92,1,0,7,25746,431,45.4
"17139","51004",1294,95,2,1,0,22441,321,42.4
"17140","51005",1582,94,0,0,5,24429,336,44.7
"17141","51006",1127,97,0,3,0,31977,374,41.9
"17142","51007",705,97,0,0,0,26102,325,42.8
"17143","51008",110,100,0,0,0,32075,325,40
"17144","51009",281,78,0,1,18,22543,438,31.2
"17145","51010",220,93,0,2,0,20589,285,54.1
"17146","51011",59,98,0,0,0,21761,NA,49.6
"17147","51012",6316,94,0,0,3,26535,391,48.7
"17148","51014",494,100,0,0,0,34280,711,47.6
"17149","51016",1392,96,0,1,3,20827,334,49.1
"17150","51018",400,100,0,0,0,23735,323,36.2
"17151","51019",762,99,0,0,0,27693,243,46.8
"17152","51020",723,100,0,0,0,21657,291,35.2
"17153","51022",756,92,0,0,5,30796,428,42.8
"17154","51023",3116,80,0,0,20,24730,396,42.3
"17155","51024",1942,98,0,1,0,29479,487,43.5
"17156","51025",1791,98,0,0,1,31320,333,47.1
"17157","51026",745,99,0,0,1,27625,375,47
"17158","51027",1032,98,0,0,1,24873,433,39
"17159","51028",2136,97,0,1,2,27352,392,42.3
"17160","51029",429,98,0,0,0,22075,281,32.2
"17161","51030",1778,98,0,0,1,34286,381,40.8
"17162","51031",12023,91,1,1,5,27096,468,40.7
"17163","51033",506,87,0,2,11,34184,321,32.4
"17164","51034",1859,99,0,0,1,28600,337,46.2
"17165","51035",1647,94,0,0,2,28059,340,44.8
"17166","51036",678,96,1,0,3,21416,525,30.6
"17167","51037",328,100,0,0,0,18887,247,48.7
"17168","51038",1761,97,1,0,1,27576,513,44.2
"17169","51039",2477,95,0,0,2,27946,414,42.7
"17170","51040",3763,93,1,0,2,20406,412,45.2
"17171","51041",7356,90,1,1,7,22949,530,30.4
"17172","51044",214,100,0,0,0,23344,267,42.8
"17173","51046",1364,95,1,0,2,28120,338,50.5
"17174","51047",762,96,3,0,0,26066,375,51.5
"17175","51048",654,93,0,1,3,31149,331,39.3
"17176","51049",476,97,0,0,3,22334,175,47.9
"17177","51050",2882,98,0,0,0,24319,447,39.1
"17178","51051",102,95,0,0,0,20349,NA,38.8
"17179","51052",797,100,0,0,0,30219,483,43.7
"17180","51053",1145,91,0,0,9,26076,269,44.7
"17181","51054",4979,93,0,3,2,26636,597,35.7
"17182","51055",1396,94,0,0,1,27044,430,33.5
"17183","51056",499,100,0,0,0,26270,375,57.9
"17184","51058",1199,98,0,1,0,24167,346,35.4
"17185","51060",592,100,0,0,0,22164,258,50.3
"17186","51061",630,98,0,0,1,24453,226,46
"17187","51062",532,94,0,0,5,24029,435,47.1
"17188","51063",1253,98,0,0,2,24568,456,43.4
"17189","51101",716,81,5,1,6,14999,411,46.6
"17190","51103",17490,59,5,3,25,16398,481,34
"17191","51104",22509,74,2,4,16,27591,619,33.8
"17192","51105",9463,46,7,8,36,13345,451,29.6
"17193","51106",25854,88,1,0,8,25839,540,35
"17194","51108",6376,83,0,1,12,27103,657,40.9
"17195","51109",3122,96,0,0,2,20963,449,39.7
"17196","51111",209,81,0,0,19,24540,525,34.8
"17197","51201",6232,96,1,1,2,31172,391,43
"17198","51230",581,96,0,1,3,20482,1352,25.8
"17199","51231",284,92,0,0,7,40433,NA,35.1
"17200","51232",910,99,0,0,1,28888,512,48.3
"17201","51234",1106,95,0,0,4,26997,357,42.9
"17202","51235",995,97,0,0,1,19235,342,37.3
"17203","51237",1597,98,0,0,0,22423,376,45
"17204","51238",1295,96,0,1,3,25300,406,35.5
"17205","51239",3318,88,0,1,10,26537,343,33.3
"17206","51240",1739,97,0,0,3,24270,415,36.6
"17207","51241",1846,93,0,0,6,24648,476,32.2
"17208","51242",248,94,0,0,5,32060,NA,35.8
"17209","51243",772,98,0,0,2,21272,288,46
"17210","51244",84,100,0,0,0,26056,NA,40
"17211","51245",1517,96,1,0,2,23143,402,36.8
"17212","51246",3801,99,0,0,0,24483,387,39
"17213","51247",4954,90,1,1,8,21562,402,30.8
"17214","51248",1499,98,0,0,2,23801,379,50.9
"17215","51249",3455,88,0,1,10,23398,405,42.9
"17216","51250",8472,87,0,1,11,25307,591,28.5
"17217","51301",12879,95,0,0,3,29821,462,42.9
"17218","51331",1007,96,0,0,3,38855,478,55.7
"17219","51333",470,99,0,0,0,23775,265,38.5
"17220","51334",7360,87,1,0,11,26818,429,39.5
"17221","51338",901,99,0,0,1,26477,390,37
"17222","51341",72,97,0,0,0,20033,183,38.5
"17223","51342",1165,98,2,0,0,23335,339,41
"17224","51343",169,86,0,0,9,31169,206,49.4
"17225","51345",380,89,0,0,9,23182,500,41
"17226","51346",2269,85,0,1,12,26282,396,49.9
"17227","51347",1359,96,1,0,3,27727,465,37.8
"17228","51350",566,100,0,0,0,24617,268,39.8
"17229","51351",4521,98,1,0,1,28811,440,47.6
"17230","51354",1056,98,2,0,0,25793,325,49.5
"17231","51355",766,94,0,1,4,42365,575,58.3
"17232","51357",801,92,1,5,0,24689,368,32.9
"17233","51358",1284,95,0,2,0,21767,339,45.2
"17234","51360",8593,97,0,0,1,32190,504,47.9
"17235","51363",138,99,0,0,0,30220,NA,48.5
"17236","51364",579,98,0,0,0,23660,339,39.8
"17237","51365",436,83,7,0,5,24950,308,34.1
"17238","51366",367,99,0,0,0,26356,288,48.8
"17239","51401",12086,96,2,1,2,25698,428,41.4
"17240","51430",812,93,0,0,4,21657,359,38.2
"17241","51431",385,99,0,1,0,21913,375,43.8
"17242","51433",582,100,0,0,0,22422,314,48.3
"17243","51436",956,99,0,0,1,26397,403,34.6
"17244","51439",1149,94,0,0,5,24215,338,41.5
"17245","51440",366,100,0,0,0,29824,NA,34.1
"17246","51441",340,81,0,0,19,17008,417,42
"17247","51442",9596,57,1,0,41,20127,409,34.6
"17248","51443",1836,98,1,0,1,25004,379,45
"17249","51444",237,100,0,0,0,19183,NA,26.7
"17250","51445",2900,95,1,0,3,25554,241,48.9
"17251","51446",517,95,0,4,1,24909,325,50.4
"17252","51447",150,100,0,0,0,20470,475,61.4
"17253","51448",653,92,0,0,8,22819,320,40.8
"17254","51449",2000,97,1,1,1,27913,366,50.3
"17255","51450",1775,97,0,0,2,26272,406,49.4
"17256","51451",112,100,0,0,0,16602,417,36.3
"17257","51453",801,98,0,0,0,24800,311,41.5
"17258","51454",1525,95,0,0,5,23459,328,42.3
"17259","51455",2358,97,0,1,1,29533,384,47.4
"17260","51458",1583,99,1,0,1,27324,278,46.4
"17261","51459",91,100,0,0,0,20809,NA,42.4
"17262","51461",1158,95,0,0,5,29941,406,44.9
"17263","51462",1109,87,0,1,7,23015,322,33.3
"17264","51463",649,99,0,0,0,25685,356,47.6
"17265","51465",751,91,0,0,9,23178,327,48
"17266","51466",945,98,2,0,0,25907,413,45.1
"17267","51467",624,100,0,0,0,42881,275,53.8
"17268","51501",35025,85,2,1,10,20111,602,34.5
"17269","51503",36878,91,1,1,5,29381,640,40.7
"17270","51510",3763,86,0,0,11,22661,548,37.1
"17271","51520",248,89,0,0,11,15054,NA,29.3
"17272","51521",1807,100,0,0,0,33928,412,47.6
"17273","51523",359,97,0,1,0,26251,455,54.5
"17274","51525",1089,96,0,0,0,25614,441,42.3
"17275","51526",1561,98,0,0,2,34697,763,53.9
"17276","51527",438,92,1,0,5,18653,417,42.5
"17277","51528",846,95,0,0,4,21278,361,49.6
"17278","51529",1944,95,0,2,1,25199,405,45
"17279","51530",1198,98,0,0,0,21756,314,34.2
"17280","51531",825,99,0,0,0,26641,303,54.4
"17281","51532",689,100,0,0,0,19951,384,41.3
"17282","51533",1014,97,0,0,2,27547,331,46.5
"17283","51534",9495,94,1,0,3,27091,549,40.7
"17284","51535",1689,96,0,0,1,26983,429,48.1
"17285","51536",433,96,0,0,0,36299,146,56.2
"17286","51537",6598,95,0,0,3,26923,470,45.8
"17287","51540",525,100,0,0,0,23079,571,48.1
"17288","51541",332,100,0,0,0,22654,510,47
"17289","51542",1071,99,0,0,1,31818,NA,45.3
"17290","51543",449,97,0,1,0,24637,323,48.1
"17291","51544",984,94,0,4,1,21393,400,39.8
"17292","51545",328,98,0,0,0,18867,435,43.6
"17293","51546",2649,98,0,0,1,27787,460,40
"17294","51548",367,97,0,1,2,34754,506,44.5
"17295","51549",408,98,0,0,0,28298,413,44.7
"17296","51550",144,100,0,0,0,25958,325,51.4
"17297","51551",1652,98,0,0,2,30392,545,46.3
"17298","51552",319,100,0,0,0,43957,182,46.8
"17299","51553",1256,97,0,0,2,31540,651,34
"17300","51554",195,100,0,0,0,29183,NA,33.5
"17301","51555",5425,97,0,0,2,26408,441,41.1
"17302","51556",512,98,0,1,0,20052,383,33.9
"17303","51557",820,99,0,0,0,26289,321,48.9
"17304","51558",567,96,0,0,3,36776,369,53
"17305","51559",1660,97,0,0,2,31736,533,43.9
"17306","51560",2159,94,0,0,5,25882,484,37
"17307","51561",1151,95,2,0,3,25486,567,50.8
"17308","51562",382,99,0,0,1,24120,NA,42
"17309","51563",578,99,0,0,0,32541,475,53.6
"17310","51564",457,96,0,0,0,24465,344,47.5
"17311","51565",545,97,1,1,0,28610,503,47.4
"17312","51566",6897,93,0,0,4,21377,427,45
"17313","51570",768,96,0,1,0,24445,424,52.6
"17314","51571",763,98,0,0,2,30446,538,37.8
"17315","51572",420,99,0,0,0,25700,305,40.4
"17316","51573",1147,99,0,0,0,30131,469,45.8
"17317","51575",1640,100,0,0,0,31861,591,40.4
"17318","51576",1937,98,0,0,1,35268,492,38.5
"17319","51577",1316,93,0,2,3,25370,463,43.9
"17320","51578",87,100,0,0,0,23854,NA,43.2
"17321","51579",2499,95,0,1,2,25500,431,39.4
"17322","51601",5980,91,0,2,5,25288,391,48
"17323","51630",172,100,0,0,0,17507,492,37.5
"17324","51631",270,96,0,0,0,29216,438,55
"17325","51632",7062,92,4,1,2,21763,380,40.8
"17326","51636",515,99,0,0,1,24686,238,52
"17327","51637",228,100,0,0,0,14218,370,39.7
"17328","51638",1367,99,0,0,0,27711,376,44
"17329","51639",942,99,0,0,0,32140,381,50.4
"17330","51640",1616,91,0,0,6,22533,403,43.5
"17331","51645",257,95,0,0,0,20656,NA,47.5
"17332","51646",809,100,0,0,0,25578,211,45.2
"17333","51647",156,69,0,0,31,15065,NA,19.2
"17334","51648",112,100,0,0,0,36329,NA,49.3
"17335","51649",285,98,0,0,0,35680,510,52.9
"17336","51650",430,94,0,0,3,31293,NA,33.3
"17337","51652",1689,97,1,0,1,28099,419,46.2
"17338","51653",1525,96,0,0,3,22627,417,33.9
"17339","51654",479,97,0,0,1,28448,359,52.8
"17340","51656",74,76,0,0,0,17784,NA,30
"17341","52001",43799,89,2,1,3,22926,516,36.7
"17342","52002",14869,93,1,4,1,30760,649,39.6
"17343","52003",13377,97,0,0,1,33635,607,44.4
"17344","52030",409,89,0,0,5,21222,472,35.8
"17345","52031",5508,99,0,0,1,26791,444,44.1
"17346","52032",1397,99,0,0,0,30079,370,43
"17347","52033",3069,97,0,0,3,25668,485,38.5
"17348","52035",986,98,1,0,1,24549,299,49
"17349","52037",1310,97,0,0,3,28640,405,40.8
"17350","52038",449,100,0,0,0,25555,323,40.2
"17351","52039",904,99,0,0,1,28161,483,51.5
"17352","52040",5688,98,0,0,2,22886,427,39.2
"17353","52041",1481,99,0,0,0,29857,408,37.9
"17354","52042",1832,96,0,0,1,21901,353,37.6
"17355","52043",2269,99,0,0,0,27868,415,49.6
"17356","52044",204,92,0,0,8,24543,NA,51.3
"17357","52045",2604,98,0,0,0,23973,450,35.6
"17358","52046",2241,98,0,0,0,28660,514,36.4
"17359","52047",464,98,0,0,1,27004,303,52.7
"17360","52048",417,98,0,1,0,19586,NA,38
"17361","52049",1309,94,2,0,4,28546,503,50.8
"17362","52050",725,98,0,0,1,22739,611,25.5
"17363","52052",2849,97,0,0,2,22322,386,48.4
"17364","52053",983,100,0,0,0,20619,333,42.8
"17365","52054",882,98,0,0,0,33806,655,46
"17366","52057",7961,97,0,0,1,26776,388,41.7
"17367","52060",8555,94,0,0,2,22142,434,44
"17368","52064",858,98,0,0,1,26134,348,43.8
"17369","52065",1139,97,0,0,0,25638,350,45.9
"17370","52066",80,100,0,0,0,21325,269,54.7
"17371","52068",4141,94,1,0,2,26931,449,35.4
"17372","52069",1589,95,0,1,3,23981,372,40.3
"17373","52070",953,97,0,0,1,25552,425,50.9
"17374","52072",294,100,0,0,0,27068,NA,50.4
"17375","52073",1341,91,0,0,8,24164,636,31.5
"17376","52074",417,100,0,0,0,25086,450,40.1
"17377","52076",2700,99,0,0,0,25714,373,41.8
"17378","52077",456,100,0,0,0,17847,329,39.2
"17379","52078",884,100,0,0,0,31296,400,49.4
"17380","52079",835,100,0,0,0,27941,297,46.1
"17381","52101",13845,95,1,1,3,25122,467,40.1
"17382","52132",1939,93,4,0,3,24369,473,39.2
"17383","52133",625,90,0,3,0,26065,241,40.3
"17384","52134",448,99,0,1,0,20332,256,27.2
"17385","52135",787,99,0,0,0,24586,360,46.3
"17386","52136",5937,97,1,0,1,24242,407,42.8
"17387","52140",449,100,0,0,0,34028,NA,52.9
"17388","52141",1390,98,0,0,1,21960,328,42.5
"17389","52142",1662,83,7,3,5,20622,481,25.7
"17390","52144",1300,98,0,0,1,23786,423,38.1
"17391","52146",1065,97,2,0,0,27163,513,59.4
"17392","52147",1109,96,0,1,1,26541,366,47.1
"17393","52151",1889,97,0,0,2,24770,373,51.3
"17394","52154",817,96,0,0,4,24999,287,50.9
"17395","52155",1076,100,0,0,0,25028,198,48.7
"17396","52156",802,97,0,0,3,19715,312,33.6
"17397","52157",1733,93,0,0,4,26296,421,48
"17398","52158",259,98,0,2,0,24321,342,45.8
"17399","52159",2583,98,0,0,0,26902,454,42.4
"17400","52160",1075,87,0,1,5,26996,279,39.2
"17401","52161",1617,99,0,0,0,25232,375,45.7
"17402","52162",3378,76,1,1,21,23291,463,32.8
"17403","52163",264,98,0,2,0,21156,285,42.6
"17404","52164",158,100,0,0,0,20204,319,39.5
"17405","52165",810,100,0,0,0,26682,338,43.9
"17406","52166",109,100,0,0,0,31106,408,45.3
"17407","52168",179,100,0,0,0,19296,200,38.9
"17408","52169",476,96,0,0,1,20808,298,37.7
"17409","52170",551,99,0,0,1,40976,333,51.1
"17410","52171",997,95,0,1,1,24785,268,47.5
"17411","52172",5949,97,0,0,1,23706,348,44.9
"17412","52175",3889,97,0,0,1,23954,360,42.5
"17413","52201",1194,84,0,0,15,27843,400,43
"17414","52202",1003,100,0,0,0,29601,469,46.2
"17415","52203",1926,97,1,0,1,34997,435,50
"17416","52205",8683,92,3,1,3,25159,450,43.2
"17417","52206",2482,97,2,0,0,29619,382,33.7
"17418","52207",304,98,0,0,0,32883,NA,48.6
"17419","52208",3198,92,0,0,3,22981,367,42.5
"17420","52209",1281,94,0,0,3,21487,472,34
"17421","52210",871,99,0,0,1,22095,551,32
"17422","52211",2735,98,0,1,1,23411,419,41.1
"17423","52212",194,100,0,0,0,23176,NA,52.1
"17424","52213",4437,98,1,0,0,31817,529,38.7
"17425","52214",3003,97,0,1,0,27441,426,39.5
"17426","52215",749,88,0,0,12,21973,NA,45.9
"17427","52216",1555,99,0,0,1,27717,344,40.7
"17428","52217",447,100,0,0,0,22426,358,47.8
"17429","52218",1880,98,0,0,2,27142,483,38.7
"17430","52219",180,99,0,0,1,23908,NA,42
"17431","52220",285,100,0,0,0,28116,NA,47.7
"17432","52221",171,100,0,0,0,21994,506,29.7
"17433","52222",720,98,0,0,1,27223,338,47.4
"17434","52223",1592,98,0,0,1,30286,388,45
"17435","52224",2475,99,0,0,1,27285,388,36.8
"17436","52225",305,100,0,0,0,22024,213,56.4
"17437","52227",2988,98,0,1,1,31780,619,35.1
"17438","52228",2756,96,1,1,1,35458,638,39.6
"17439","52229",813,97,0,0,2,30072,363,43.4
"17440","52231",299,100,0,0,0,30341,360,44.5
"17441","52232",139,94,0,0,0,29749,NA,54.8
"17442","52233",6974,88,4,6,1,28636,519,37.8
"17443","52235",783,88,6,0,0,21682,775,41.2
"17444","52236",744,92,0,5,0,26984,NA,41.1
"17445","52237",1337,100,0,0,0,23067,348,42.2
"17446","52240",33544,79,6,4,8,24997,811,26.8
"17447","52241",19328,77,9,8,5,31503,676,32
"17448","52242",1688,85,1,9,3,2949,NA,19.2
"17449","52245",22745,88,2,4,5,28508,721,27.4
"17450","52246",21360,75,6,14,3,31184,689,27.9
"17451","52247",5431,99,0,0,0,24682,439,38.8
"17452","52248",1951,98,0,0,1,26368,394,38
"17453","52249",1084,100,0,0,0,37537,346,48.4
"17454","52251",552,100,0,0,0,23269,425,43.5
"17455","52253",2761,99,0,0,1,28992,499,40.1
"17456","52254",765,99,0,0,0,19987,319,45.2
"17457","52255",1108,96,0,0,3,24756,446,47.9
"17458","52257",178,100,0,0,0,35488,NA,53.8
"17459","52301",3641,93,0,0,5,23607,373,37.9
"17460","52302",37903,93,1,2,2,31036,522,37.1
"17461","52305",625,100,0,0,0,28466,462,51.6
"17462","52306",1944,98,0,1,1,28336,427,38
"17463","52307",54,100,0,0,0,69328,NA,43
"17464","52308",148,100,0,0,0,21764,318,44
"17465","52309",373,99,0,1,0,27071,325,48.8
"17466","52310",6592,98,1,0,0,26976,405,41.8
"17467","52312",130,95,0,2,0,13568,525,31.2
"17468","52313",389,100,0,0,0,22033,233,48.6
"17469","52314",6027,91,1,1,3,25523,531,33.1
"17470","52315",958,98,0,0,1,27831,300,42.4
"17471","52316",1563,98,0,0,1,27156,389,44.8
"17472","52317",15310,85,5,3,5,33941,747,30.3
"17473","52318",1158,100,0,0,0,30041,936,46.3
"17474","52320",1109,98,0,1,1,29853,397,46.6
"17475","52321",522,97,1,0,2,25282,363,42.5
"17476","52322",2466,87,0,7,1,28278,431,38.9
"17477","52323",1138,93,0,0,2,27752,394,48.6
"17478","52324",1956,99,0,0,0,28270,730,38.5
"17479","52325",971,98,0,0,0,29336,256,47.2
"17480","52326",461,88,11,0,0,22388,386,40.3
"17481","52327",3640,99,0,0,0,32337,725,35.3
"17482","52328",2713,91,0,3,4,43323,744,38.5
"17483","52329",667,95,4,0,0,30088,389,50.5
"17484","52330",888,100,0,0,0,22763,381,41.6
"17485","52332",1903,100,0,0,0,29980,512,45.1
"17486","52333",6763,97,1,0,1,37389,643,42.2
"17487","52334",222,100,0,0,0,23372,NA,46.5
"17488","52335",591,97,0,0,1,26551,283,50.7
"17489","52336",2363,98,0,0,0,28756,453,43.7
"17490","52337",969,93,0,0,1,20155,510,35.4
"17491","52338",3073,98,0,1,1,42663,643,44.3
"17492","52339",4435,60,0,1,15,19510,419,35.1
"17493","52340",2183,88,2,2,8,28967,724,32.2
"17494","52341",1129,100,0,0,0,36597,525,44.9
"17495","52342",2880,81,2,0,15,21917,512,44.1
"17496","52345",1428,98,1,1,0,28254,464,34.8
"17497","52346",1112,94,0,0,4,25757,356,33.3
"17498","52347",1515,99,0,0,1,31231,341,44.7
"17499","52348",49,94,0,0,0,24953,NA,40.8
"17500","52349",7350,96,1,0,1,22683,450,42
"17501","52351",1540,98,0,0,2,30356,433,34.9
"17502","52352",1668,99,1,0,0,30407,425,41.9
"17503","52353",8933,87,1,1,9,27350,524,43.4
"17504","52354",327,100,0,0,0,29013,NA,47.6
"17505","52355",241,98,0,0,1,22839,NA,48.7
"17506","52356",2912,96,0,0,2,26281,435,42.3
"17507","52358",3843,96,1,0,2,27607,511,37.8
"17508","52359",254,98,1,0,0,28739,NA,48.2
"17509","52361",4395,96,1,0,3,29639,462,36.3
"17510","52362",670,99,0,0,0,27973,429,49.1
"17511","52401",2116,72,15,3,1,21976,480,38.4
"17512","52402",40175,85,5,3,5,29588,621,34.6
"17513","52403",22718,84,7,1,3,35027,517,42.1
"17514","52404",38222,84,7,1,5,23978,550,33.6
"17515","52405",24901,90,4,1,2,28942,646,36.8
"17516","52411",7151,94,2,3,0,46065,490,43
"17517","52501",29993,85,1,1,11,22268,451,39.1
"17518","52530",1036,92,0,5,1,24820,429,45.3
"17519","52531",5948,97,0,0,1,24243,385,40.6
"17520","52533",1626,100,0,0,0,21050,500,42.6
"17521","52534",205,100,0,0,0,18582,338,44.9
"17522","52535",884,95,0,0,2,25446,274,49.3
"17523","52536",896,99,0,0,0,33930,320,49.9
"17524","52537",6430,98,0,0,1,21663,402,41.1
"17525","52540",1334,99,0,0,1,23163,346,42
"17526","52542",380,99,0,0,1,22948,205,46
"17527","52543",517,100,0,0,0,29076,505,32.7
"17528","52544",7657,96,1,0,2,22206,383,43.6
"17529","52548",94,100,0,0,0,16653,NA,40.3
"17530","52549",564,98,0,0,0,16265,308,47.7
"17531","52550",480,95,0,0,3,19100,203,47.8
"17532","52551",605,97,0,3,0,25153,NA,52.9
"17533","52552",1231,99,0,0,0,31003,322,29.7
"17534","52553",1708,93,1,0,1,25215,458,44.3
"17535","52554",1387,97,1,0,1,18714,342,35.4
"17536","52555",343,100,0,0,0,18970,406,50
"17537","52556",12637,82,2,9,3,28429,461,45.6
"17538","52557",77,0,6,51,0,5277,NA,23
"17539","52560",483,94,0,0,1,21979,NA,44.6
"17540","52561",882,96,0,0,4,21902,384,32.7
"17541","52563",1755,97,2,0,0,21317,334,45.7
"17542","52565",1987,96,0,0,3,21484,314,42.5
"17543","52566",158,100,0,0,0,27540,NA,45.3
"17544","52567",628,97,0,0,2,33772,400,51.4
"17545","52569",633,97,0,3,0,23963,503,54.3
"17546","52570",1000,98,2,0,0,16099,196,31.3
"17547","52571",1537,94,0,1,3,24119,363,52.1
"17548","52572",1318,97,0,0,1,16827,371,35
"17549","52573",102,99,0,0,0,24135,NA,31.4
"17550","52574",776,99,1,0,0,17025,464,36.8
"17551","52576",475,100,0,0,0,23865,313,50.9
"17552","52577",15091,94,2,1,2,23757,460,39.9
"17553","52580",406,100,0,0,0,26896,250,44.2
"17554","52581",532,100,0,0,0,32677,408,58.6
"17555","52583",371,100,0,0,0,21899,NA,48
"17556","52584",492,99,0,0,1,17808,313,36.5
"17557","52585",963,100,0,0,0,22442,422,35.5
"17558","52586",400,100,0,0,0,26364,411,57.3
"17559","52588",97,100,0,0,0,16216,NA,35.7
"17560","52590",1278,99,0,0,0,16257,200,34.6
"17561","52591",3099,95,2,0,2,23297,389,47.9
"17562","52593",150,100,0,0,0,19919,425,46.3
"17563","52594",451,90,0,0,0,18046,382,45.4
